season,player,runs,balls,fours,sixes,strike_rate
2007/08,A Chopra,42,55,5,0,76.36
2007/08,A Kumble,13,17,1,0,76.47
2007/08,A Mishra,37,42,3,0,88.1
2007/08,A Mukund,0,1,0,0,0.0
2007/08,A Nehra,3,13,0,0,23.08
2007/08,A Symonds,161,111,15,9,145.05
2007/08,AA Noffke,9,12,1,0,75.0
2007/08,AB Agarkar,54,49,5,2,110.2
2007/08,AB Dinda,2,4,0,0,50.0
2007/08,AB de Villiers,95,100,5,1,95.0
2007/08,AC Gilchrist,436,328,51,19,132.93
2007/08,AD Mascarenhas,9,8,0,1,112.5
2007/08,AM Nayar,206,142,16,9,145.07
2007/08,AM Rahane,4,19,1,0,21.05
2007/08,AS Yadav,49,40,5,2,122.5
2007/08,Abdur Razzak,0,2,0,0,0.0
2007/08,B Akhil,46,32,4,3,143.75
2007/08,B Chipli,20,30,3,0,66.67
2007/08,B Lee,17,14,2,1,121.43
2007/08,BB McCullum,188,96,13,15,195.83
2007/08,BJ Hodge,12,18,2,0,66.67
2007/08,CK Kapugedera,16,24,0,0,66.67
2007/08,CL White,114,105,8,4,108.57
2007/08,CRD Fernando,2,1,0,0,200.0
2007/08,D Kalyankrishna,3,8,0,0,37.5
2007/08,D Salunkhe,33,24,5,0,137.5
2007/08,DB Das,103,95,9,5,108.42
2007/08,DB Ravi Teja,109,85,10,5,128.24
2007/08,DJ Bravo,178,137,19,5,129.93
2007/08,DJ Hussey,319,267,19,17,119.48
2007/08,DJ Thornely,39,54,2,2,72.22
2007/08,DNT Zoysa,11,9,1,0,122.22
2007/08,DP Vijaykumar,1,1,0,0,100.0
2007/08,DPMD Jayawardene,179,138,15,7,129.71
2007/08,DR Smith,45,41,5,1,109.76
2007/08,DS Kulkarni,2,17,0,0,11.76
2007/08,DS Lehmann,18,19,3,0,94.74
2007/08,DT Patil,13,13,1,0,100.0
2007/08,DW Steyn,2,5,0,0,40.0
2007/08,G Gambhir,534,394,68,8,135.53
2007/08,GC Smith,441,375,54,8,117.6
2007/08,GD McGrath,4,5,1,0,80.0
2007/08,H Das,2,5,0,0,40.0
2007/08,HH Gibbs,167,159,17,8,105.03
2007/08,Harbhajan Singh,30,17,1,3,176.47
2007/08,I Sharma,11,11,1,0,100.0
2007/08,IK Pathan,131,120,9,6,109.17
2007/08,Iqbal Abdulla,1,2,0,0,50.0
2007/08,J Arunkumar,23,24,5,0,95.83
2007/08,JA Morkel,241,168,18,14,143.45
2007/08,JDP Oram,18,13,1,1,138.46
2007/08,JH Kallis,199,188,23,4,105.85
2007/08,JR Hopes,221,152,27,8,145.39
2007/08,Joginder Sharma,16,11,1,1,145.45
2007/08,K Goel,76,79,7,4,96.2
2007/08,KC Sangakkara,320,207,41,8,154.59
2007/08,KD Karthik,145,108,13,4,134.26
2007/08,Kamran Akmal,128,78,13,8,164.1
2007/08,L Balaji,0,5,0,0,0.0
2007/08,L Ronchi,34,34,6,1,100.0
2007/08,LA Pomersbach,152,101,13,9,150.5
2007/08,LPC Silva,40,27,5,1,148.15
2007/08,LR Shukla,163,127,17,5,128.35
2007/08,LRPL Taylor,149,85,13,10,175.29
2007/08,M Kaif,176,176,14,6,100.0
2007/08,M Kartik,30,28,3,0,107.14
2007/08,M Muralitharan,0,3,0,0,0.0
2007/08,M Ntini,11,19,2,0,57.89
2007/08,M Rawat,34,39,3,1,87.18
2007/08,MA Khote,24,22,2,1,109.09
2007/08,MEK Hussey,168,100,12,11,168.0
2007/08,MF Maharoof,125,79,10,7,158.23
2007/08,MK Pandey,3,10,0,0,30.0
2007/08,MK Tiwary,104,87,16,0,119.54
2007/08,ML Hayden,189,135,24,6,140.0
2007/08,MM Patel,0,1,0,0,0.0
2007/08,MS Dhoni,414,319,38,15,129.78
2007/08,MS Gony,35,25,2,3,140.0
2007/08,MV Boucher,225,181,24,6,124.31
2007/08,Misbah-ul-Haq,117,82,10,6,142.68
2007/08,Mohammad Asif,3,6,0,0,50.0
2007/08,Mohammad Hafeez,64,84,7,2,76.19
2007/08,NK Patel,103,83,13,1,124.1
2007/08,P Kumar,112,100,10,6,112.0
2007/08,PA Patel,302,315,42,3,95.87
2007/08,PJ Sangwan,2,5,0,0,40.0
2007/08,PM Sarvesh Kumar,1,2,0,0,50.0
2007/08,PP Chawla,90,61,10,3,147.54
2007/08,PP Ojha,2,4,0,0,50.0
2007/08,PR Shah,34,38,4,0,89.47
2007/08,Pankaj Singh,5,8,0,0,62.5
2007/08,R Bhatia,34,28,2,2,121.43
2007/08,R Dravid,371,299,35,11,124.08
2007/08,R Vinay Kumar,25,28,2,1,89.29
2007/08,RA Jadeja,135,108,11,6,125.0
2007/08,RG Sharma,404,276,38,19,146.38
2007/08,RP Singh,27,25,2,1,108.0
2007/08,RR Powar,28,21,4,1,133.33
2007/08,RR Raje,8,9,1,0,88.89
2007/08,RR Sarwan,73,78,6,1,93.59
2007/08,RT Ponting,39,53,2,1,73.58
2007/08,RV Uthappa,320,291,34,9,109.97
2007/08,S Anirudha,1,8,0,0,12.5
2007/08,S Badrinath,192,138,21,8,139.13
2007/08,S Chanderpaul,25,33,4,0,75.76
2007/08,S Dhawan,340,308,35,8,110.39
2007/08,S Sohal,4,8,0,0,50.0
2007/08,S Sreesanth,0,3,0,0,0.0
2007/08,S Vidyut,145,115,21,3,126.09
2007/08,SA Asnodkar,311,241,43,6,129.05
2007/08,SB Bangar,47,49,1,3,95.92
2007/08,SB Joshi,6,16,0,0,37.5
2007/08,SB Styris,112,124,9,2,90.32
2007/08,SC Ganguly,349,324,33,15,107.72
2007/08,SD Chitnis,18,10,1,1,180.0
2007/08,SE Marsh,616,452,59,26,136.28
2007/08,SK Raina,421,304,35,18,138.49
2007/08,SK Trivedi,5,12,0,0,41.67
2007/08,SK Warne,70,60,7,2,116.67
2007/08,SM Katich,96,72,11,2,133.33
2007/08,SM Pollock,147,116,12,8,126.72
2007/08,SP Fleming,196,171,27,3,114.62
2007/08,SP Goswami,82,86,9,1,95.35
2007/08,SR Tendulkar,188,189,26,2,99.47
2007/08,SR Watson,472,322,47,19,146.58
2007/08,SS Tiwary,26,20,3,1,130.0
2007/08,ST Jayasuriya,514,333,57,31,154.35
2007/08,Salman Butt,193,172,30,2,112.21
2007/08,Shahid Afridi,81,46,7,6,176.09
2007/08,Shoaib Akhtar,2,8,0,0,25.0
2007/08,Shoaib Malik,52,49,5,0,106.12
2007/08,Sohail Tanvir,36,31,3,1,116.13
2007/08,T Kohli,10,16,0,1,62.5
2007/08,T Taibu,31,26,3,0,119.23
2007/08,TM Dilshan,104,79,14,3,131.65
2007/08,TM Srivastava,8,10,0,0,80.0
2007/08,U Kaul,0,1,0,0,0.0
2007/08,Umar Gul,39,19,1,5,205.26
2007/08,V Kohli,165,168,18,4,98.21
2007/08,V Sehwag,406,229,46,21,177.29
2007/08,VRV Singh,4,3,1,0,133.33
2007/08,VS Yeligati,2,2,0,0,100.0
2007/08,VVS Laxman,155,134,22,1,115.67
2007/08,VY Mahesh,15,28,0,0,53.57
2007/08,W Jaffer,115,110,12,3,104.55
2007/08,WA Mota,26,28,2,0,92.86
2007/08,WP Saha,159,119,12,7,133.61
2007/08,WPUJC Vaas,21,18,0,1,116.67
2007/08,Y Venugopal Rao,288,217,22,15,132.72
2007/08,YK Pathan,435,253,43,25,171.94
2007/08,YV Takawale,70,69,7,2,101.45
2007/08,Younis Khan,3,7,0,0,42.86
2007/08,Yuvraj Singh,299,191,24,19,156.54
2007/08,Z Khan,34,43,4,0,79.07
2009,A Chopra,11,20,2,0,55.0
2009,A Flintoff,62,57,5,2,108.77
2009,A Kumble,16,20,2,0,80.0
2009,A Mishra,26,20,2,2,130.0
2009,A Nehra,1,1,0,0,100.0
2009,A Singh,1,3,0,0,33.33
2009,A Symonds,249,171,15,11,145.61
2009,AA Bilakhia,67,84,5,0,79.76
2009,AB Agarkar,66,58,3,3,113.79
2009,AB Dinda,2,3,0,0,66.67
2009,AB McDonald,3,4,0,0,75.0
2009,AB de Villiers,465,359,39,12,129.53
2009,AC Gilchrist,495,337,54,29,146.88
2009,AD Mascarenhas,39,39,4,0,100.0
2009,AD Mathews,16,14,2,0,114.29
2009,AM Nayar,193,155,14,7,124.52
2009,AM Rahane,144,128,12,3,112.5
2009,AN Ghosh,7,8,1,0,87.5
2009,AS Raut,78,65,5,3,120.0
2009,B Akhil,17,16,1,1,106.25
2009,B Lee,28,35,2,1,80.0
2009,BAW Mendis,0,1,0,0,0.0
2009,BB McCullum,286,248,27,12,115.32
2009,BJ Hodge,365,317,34,9,115.14
2009,C Nanda,0,1,0,0,0.0
2009,CH Gayle,184,159,18,10,115.72
2009,D du Preez,10,13,0,0,76.92
2009,DA Warner,163,137,16,5,118.98
2009,DB Ravi Teja,65,71,7,0,91.55
2009,DJ Bravo,218,211,15,8,103.32
2009,DJ Hussey,98,61,7,6,160.66
2009,DL Vettori,34,32,3,0,106.25
2009,DPMD Jayawardene,219,172,17,7,127.33
2009,DR Smith,215,134,12,15,160.45
2009,DS Kulkarni,9,18,0,0,50.0
2009,DW Steyn,0,3,0,0,0.0
2009,FH Edwards,4,5,0,0,80.0
2009,G Gambhir,286,283,32,2,101.06
2009,GC Smith,212,222,27,1,95.5
2009,GJ Bailey,45,40,7,0,112.5
2009,GR Napier,15,16,1,0,93.75
2009,HH Gibbs,371,344,32,12,107.85
2009,Harbhajan Singh,84,57,6,5,147.37
2009,I Sharma,16,13,1,1,123.08
2009,IK Pathan,196,164,17,6,119.51
2009,J Botha,47,42,5,0,111.9
2009,JA Morkel,97,73,8,4,132.88
2009,JD Ryder,56,49,9,0,114.29
2009,JDP Oram,88,94,5,4,93.62
2009,JH Kallis,361,349,37,8,103.44
2009,JP Duminy,372,334,26,11,111.38
2009,Joginder Sharma,20,18,0,1,111.11
2009,K Goel,124,140,9,4,88.57
2009,KC Sangakkara,332,332,29,5,100.0
2009,KD Karthik,288,224,20,9,128.57
2009,KP Appanna,0,1,0,0,0.0
2009,KP Pietersen,93,89,8,2,104.49
2009,KV Sharma,1,3,0,0,33.33
2009,Kamran Khan,3,5,0,0,60.0
2009,L Balaji,4,10,0,0,40.0
2009,L Ronchi,0,3,0,0,0.0
2009,LA Carseldine,81,71,11,0,114.08
2009,LA Pomersbach,41,49,3,1,83.67
2009,LR Shukla,83,86,5,3,96.51
2009,LRPL Taylor,280,211,20,15,132.7
2009,M Kartik,21,20,0,0,105.0
2009,M Manhas,75,65,7,1,115.38
2009,M Morkel,8,9,1,0,88.89
2009,M Muralitharan,8,8,1,0,100.0
2009,M Rawat,16,20,1,0,80.0
2009,M Vijay,60,69,4,2,86.96
2009,MC Henriques,38,40,2,1,95.0
2009,MF Maharoof,21,21,0,0,100.0
2009,MK Pandey,168,120,17,4,140.0
2009,MK Tiwary,9,13,1,0,69.23
2009,ML Hayden,572,409,60,22,139.85
2009,MM Patel,33,26,5,0,126.92
2009,MN van Wyk,167,135,19,1,123.7
2009,MS Dhoni,332,270,22,9,122.96
2009,MS Gony,13,7,0,2,185.71
2009,MV Boucher,150,121,8,6,123.97
2009,Mashrafe Mortaza,2,2,0,0,100.0
2009,Mohammad Ashraful,2,12,0,0,16.67
2009,NK Patel,18,41,1,0,43.9
2009,NV Ojha,168,145,11,11,115.86
2009,P Kumar,65,46,1,6,141.3
2009,PA Patel,142,131,19,2,108.4
2009,PC Valthaty,6,12,1,0,50.0
2009,PJ Sangwan,6,10,0,0,60.0
2009,PP Chawla,31,39,3,0,79.49
2009,PP Ojha,1,7,0,0,14.29
2009,PR Shah,53,54,4,2,98.15
2009,Pankaj Singh,1,2,0,0,50.0
2009,R Ashwin,8,15,1,0,53.33
2009,R Bhatia,8,18,1,0,44.44
2009,R Bishnoi,19,17,1,2,111.76
2009,R Dravid,271,239,28,3,113.39
2009,R Vinay Kumar,47,44,4,1,106.82
2009,RA Jadeja,295,276,21,6,106.88
2009,RE van der Merwe,122,101,8,8,120.79
2009,RG Sharma,362,323,22,18,112.07
2009,RJ Harris,21,18,0,0,116.67
2009,RJ Quiney,103,105,12,3,98.1
2009,RP Singh,8,17,0,0,47.06
2009,RR Powar,23,22,2,0,104.55
2009,RR Raje,12,9,0,1,133.33
2009,RS Bopara,138,124,8,7,111.29
2009,RV Uthappa,175,177,18,3,98.87
2009,S Badrinath,177,166,20,4,106.63
2009,S Dhawan,40,46,3,0,86.96
2009,S Sohal,115,102,9,8,112.75
2009,S Sreesanth,5,19,1,0,26.32
2009,SA Asnodkar,98,98,11,4,100.0
2009,SB Bangar,2,9,0,0,22.22
2009,SB Jakati,20,16,3,0,125.0
2009,SB Styris,14,8,0,1,175.0
2009,SC Ganguly,189,213,13,6,88.73
2009,SD Chitnis,6,9,1,0,66.67
2009,SK Raina,434,318,37,21,136.48
2009,SK Trivedi,9,19,0,0,47.37
2009,SK Warne,108,118,6,4,91.53
2009,SL Malinga,0,1,0,0,0.0
2009,SM Harwood,9,14,0,0,64.29
2009,SM Katich,145,119,15,6,121.85
2009,SP Goswami,53,64,6,0,82.81
2009,SR Tendulkar,364,315,39,10,115.56
2009,SS Shaikh,6,7,1,0,85.71
2009,SS Tiwary,13,12,0,0,108.33
2009,ST Jayasuriya,221,205,23,7,107.8
2009,Shoaib Ahmed,1,6,0,0,16.67
2009,T Henderson,11,16,0,1,68.75
2009,T Kohli,1,4,0,0,25.0
2009,T Thushara,2,8,0,0,25.0
2009,TL Suman,237,193,18,8,122.8
2009,TM Dilshan,418,357,42,13,117.09
2009,TM Srivastava,0,1,0,0,0.0
2009,V Kohli,246,225,22,8,109.33
2009,V Sehwag,198,146,24,7,135.62
2009,VVS Laxman,19,33,1,1,57.58
2009,W Jaffer,15,19,2,0,78.95
2009,WA Mota,30,48,0,0,62.5
2009,WP Saha,72,41,3,4,175.61
2009,WPUJC Vaas,30,21,1,1,142.86
2009,Y Nagar,20,22,1,0,90.91
2009,Y Venugopal Rao,124,118,6,3,105.08
2009,YK Pathan,261,192,25,14,135.94
2009,YV Takawale,18,22,2,0,81.82
2009,Yashpal Singh,47,67,5,0,70.15
2009,Yuvraj Singh,340,317,25,16,107.26
2009,Z Khan,8,11,0,0,72.73
2009/10,A Kumble,6,12,0,0,50.0
2009/10,A Mishra,39,54,1,0,72.22
2009/10,A Mithun,5,4,1,0,125.0
2009/10,A Nehra,23,20,2,1,115.0
2009/10,A Symonds,429,356,35,18,120.51
2009/10,A Uniyal,4,7,0,0,57.14
2009/10,AA Bilakhia,2,4,0,0,50.0
2009/10,AA Jhunjhunwala,183,172,16,4,106.4
2009/10,AB Agarkar,40,30,4,0,133.33
2009/10,AB Barath,42,43,5,1,97.67
2009/10,AB Dinda,0,1,0,0,0.0
2009/10,AB McDonald,65,54,3,2,120.37
2009/10,AB de Villiers,111,123,7,0,90.24
2009/10,AC Gilchrist,289,200,31,16,144.5
2009/10,AC Voges,181,143,15,3,126.57
2009/10,AD Mascarenhas,12,11,0,0,109.09
2009/10,AD Mathews,233,197,18,8,118.27
2009/10,AG Paunikar,0,1,0,0,0.0
2009/10,AJ Finch,21,21,0,1,100.0
2009/10,AM Nayar,58,51,4,2,113.73
2009/10,AN Ahmed,4,8,0,0,50.0
2009/10,AP Dole,34,23,3,1,147.83
2009/10,AP Tare,50,41,5,3,121.95
2009/10,AS Raut,56,48,3,3,116.67
2009/10,AT Rayudu,356,258,34,13,137.98
2009/10,Anirudh Singh,63,69,6,1,91.3
2009/10,B Lee,11,11,1,0,100.0
2009/10,B Sumanth,35,38,3,0,92.11
2009/10,BAW Mendis,1,1,0,0,100.0
2009/10,BB McCullum,114,117,14,2,97.44
2009/10,BJ Hodge,99,95,11,1,104.21
2009/10,Bipul Sharma,9,7,1,0,128.57
2009/10,C Madan,15,21,3,0,71.43
2009/10,CA Pujara,122,119,14,3,102.52
2009/10,CH Gayle,292,197,30,16,148.22
2009/10,CK Langeveldt,0,1,0,0,0.0
2009/10,CL White,48,33,3,3,145.45
2009/10,CRD Fernando,2,2,0,0,100.0
2009/10,DA Warner,282,195,27,14,144.62
2009/10,DE Bollinger,18,17,1,1,105.88
2009/10,DJ Bravo,61,53,3,4,115.09
2009/10,DJ Hussey,94,89,5,5,105.62
2009/10,DL Vettori,33,28,4,0,117.86
2009/10,DP Nannes,4,13,0,0,30.77
2009/10,DPMD Jayawardene,445,312,55,12,142.63
2009/10,DR Martyn,19,26,1,0,73.08
2009/10,DR Smith,22,25,1,1,88.0
2009/10,DW Steyn,13,17,2,0,76.47
2009/10,EJG Morgan,35,31,2,1,112.9
2009/10,FY Fazal,164,160,19,1,102.5
2009/10,G Gambhir,277,223,32,2,124.22
2009/10,GC Smith,44,40,7,0,110.0
2009/10,GJ Bailey,18,27,2,0,66.67
2009/10,HH Gibbs,267,243,26,9,109.88
2009/10,Harbhajan Singh,105,64,12,5,164.06
2009/10,Harmeet Singh,0,1,0,0,0.0
2009/10,I Sharma,6,17,0,0,35.29
2009/10,IK Pathan,276,188,21,10,146.81
2009/10,Iqbal Abdulla,0,1,0,0,0.0
2009/10,J Theron,2,6,0,0,33.33
2009/10,JA Morkel,199,135,10,13,147.41
2009/10,JH Kallis,572,517,67,9,110.64
2009/10,JM Kemp,26,25,1,1,104.0
2009/10,JP Duminy,157,134,13,5,117.16
2009/10,Jaskaran Singh,8,11,0,0,72.73
2009/10,K Goel,18,20,1,1,90.0
2009/10,KA Pollard,273,152,23,17,179.61
2009/10,KAJ Roach,10,9,1,0,111.11
2009/10,KB Arun Karthik,3,5,0,0,60.0
2009/10,KC Sangakkara,357,260,47,5,137.31
2009/10,KD Karthik,278,242,26,6,114.88
2009/10,KM Jadhav,76,60,7,2,126.67
2009/10,KP Appanna,2,3,0,0,66.67
2009/10,KP Pietersen,236,159,23,8,148.43
2009/10,L Balaji,18,20,1,1,90.0
2009/10,LR Shukla,36,27,3,2,133.33
2009/10,LRPL Taylor,88,77,2,6,114.29
2009/10,M Kaif,28,31,2,0,90.32
2009/10,M Kartik,22,22,2,0,100.0
2009/10,M Manhas,157,151,14,0,103.97
2009/10,M Morkel,9,16,1,0,56.25
2009/10,M Muralitharan,1,2,0,0,50.0
2009/10,M Vijay,458,305,36,26,150.16
2009/10,MC Henriques,11,5,2,0,220.0
2009/10,MD Mishra,166,149,18,6,111.41
2009/10,MEK Hussey,37,44,2,0,84.09
2009/10,MF Maharoof,31,24,2,2,129.17
2009/10,MJ Lumb,278,196,45,6,141.84
2009/10,MK Pandey,249,233,27,7,106.87
2009/10,MK Tiwary,237,192,23,5,123.44
2009/10,ML Hayden,346,295,37,16,117.29
2009/10,MM Patel,4,5,0,0,80.0
2009/10,MR Marsh,28,31,1,1,90.32
2009/10,MS Bisla,218,189,27,6,115.34
2009/10,MS Dhoni,287,215,26,8,133.49
2009/10,MS Gony,2,7,0,0,28.57
2009/10,MV Boucher,13,10,0,1,130.0
2009/10,Mandeep Singh,4,11,1,0,36.36
2009/10,NV Ojha,377,294,42,15,128.23
2009/10,OA Shah,115,96,7,5,119.79
2009/10,P Dogra,107,108,4,5,99.07
2009/10,P Kumar,4,8,0,0,50.0
2009/10,PA Patel,72,83,6,2,86.75
2009/10,PD Collingwood,203,159,9,13,127.67
2009/10,PJ Sangwan,10,15,0,0,66.67
2009/10,PP Chawla,62,63,7,0,98.41
2009/10,PP Ojha,3,8,0,0,37.5
2009/10,Pankaj Singh,1,2,0,0,50.0
2009/10,R Ashwin,30,40,2,0,75.0
2009/10,R Bhatia,24,17,1,2,141.18
2009/10,R Dravid,256,203,34,3,126.11
2009/10,R McLaren,66,71,7,0,92.96
2009/10,R Sathish,112,98,11,0,114.29
2009/10,R Sharma,29,26,3,1,111.54
2009/10,R Vinay Kumar,27,35,1,0,77.14
2009/10,RE van der Merwe,1,2,0,0,50.0
2009/10,RG Sharma,404,310,36,14,130.32
2009/10,RJ Harris,45,39,2,2,115.38
2009/10,RP Singh,9,20,0,0,45.0
2009/10,RR Powar,5,8,0,0,62.5
2009/10,RS Bopara,248,223,25,3,111.21
2009/10,RS Gavaskar,2,8,0,0,25.0
2009/10,RS Sodhi,4,2,1,0,200.0
2009/10,RV Uthappa,374,224,21,27,166.96
2009/10,S Anirudha,30,19,2,2,157.89
2009/10,S Badrinath,356,310,41,5,114.84
2009/10,S Dhawan,191,180,23,3,106.11
2009/10,S Ladda,0,10,0,0,0.0
2009/10,S Narwal,14,13,2,0,107.69
